Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Andrew Nembhard (42062939),Andrew Nembhard,42062939,PG/G/UTIL,7300,IND@WAS 02/20/2026 07:00PM ET,IND,33.91
SG,Kon Knueppel (42062936),Kon Knueppel,42062936,SG/G/UTIL,7300,CLE@CHA 02/20/2026 07:00PM ET,CHA,33.6
SG/SF,Kyshawn George (42062947),Kyshawn George,42062947,SG/SF/F/G/UTIL,7200,IND@WAS 02/20/2026 07:00PM ET,WAS,32.40
SG/SF,Norman Powell (42062942),Norman Powell,42062942,SG/SF/F/G/UTIL,7200,MIA@ATL 02/20/2026 07:30PM ET,MIA,33.51
SG,Nickeil Alexander-Walker (42062952),Nickeil Alexander-Walker,42062952,SG/G/UTIL,7100,MIA@ATL 02/20/2026 07:30PM ET,ATL,34.16
C,Jarrett Allen (42062955),Jarrett Allen,42062955,C/UTIL,7100,CLE@CHA 02/20/2026 07:00PM ET,CLE,31.49
C,Onyeka Okongwu (42062961),Onyeka Okongwu,42062961,C/UTIL,7000,MIA@ATL 02/20/2026 07:30PM ET,ATL,35.14
PF/C,Bobby Portis (42062957),Bobby Portis,42062957,PF/C/F/UTIL,7000,MIL@NOP 02/20/2026 08:00PM ET,MIL,26.00
SF/PF,Jaime Jaquez Jr. (42062967),Jaime Jaquez Jr.,42062967,SF/PF/F/UTIL,6900,MIA@ATL 02/20/2026 07:30PM ET,MIA,30.67
PF/C,Kyle Filipowski (42062963),Kyle Filipowski,42062963,PF/C/F/UTIL,6900,UTA@MEM 02/20/2026 07:00PM ET,UTA,23.46
C,Jusuf Nurkic (42062971),Jusuf Nurkic,42062971,C/UTIL,6900,UTA@MEM 02/20/2026 07:00PM ET,UTA,34.52
C,Ivica Zubac (42062980),Ivica Zubac,42062980,C/UTIL,6800,IND@WAS 02/20/2026 07:00PM ET,IND,33.80
SF/PF,Saddiq Bey (42062976),Saddiq Bey,42062976,SF/PF/F/UTIL,6800,MIL@NOP 02/20/2026 08:00PM ET,NOP,30.27
C,Nic Claxton (42062982),Nic Claxton,42062982,C/UTIL,6700,BKN@OKC 02/20/2026 08:00PM ET,BKN,31.30
PG/SG,Coby White (42063004),Coby White,42063004,PG/SG/G/UTIL,6600,CLE@CHA 02/20/2026 07:00PM ET,CHA,31.60
PF,Kyle Kuzma (42062973),Kyle Kuzma,42062973,PF/F/UTIL,6600,MIL@NOP 02/20/2026 08:00PM ET,MIL,24.82
PG/SG,CJ McCollum (42062984),CJ McCollum,42062984,PG/SG/G/UTIL,6500,MIA@ATL 02/20/2026 07:30PM ET,ATL,31.21
C,Myles Turner (42062988),Myles Turner,42062988,C/UTIL,6500,MIL@NOP 02/20/2026 08:00PM ET,MIL,27.58
SF/PF,Jarace Walker (42062992),Jarace Walker,42062992,SF/PF/F/UTIL,6400,IND@WAS 02/20/2026 07:00PM ET,IND,21.86
PF,Andrew Wiggins (42063001),Andrew Wiggins,42063001,PF/F/UTIL,6400,MIA@ATL 02/20/2026 07:30PM ET,MIA,30.84
C,Rudy Gobert (42062990),Rudy Gobert,42062990,C/UTIL,6400,DAL@MIN 02/20/2026 07:30PM ET,MIN,32.13
SG/SF,Naji Marshall (42062996),Naji Marshall,42062996,SG/SF/F/G/UTIL,6300,DAL@MIN 02/20/2026 07:30PM ET,DAL,27.74
C,Isaiah Hartenstein (42063008),Isaiah Hartenstein,42063008,C/UTIL,6300,BKN@OKC 02/20/2026 08:00PM ET,OKC,30.93
SF,Ace Bailey (42063012),Ace Bailey,42063012,SF/F/UTIL,6200,UTA@MEM 02/20/2026 07:00PM ET,UTA,21.72
PF,PJ Washington (42063015),PJ Washington,42063015,PF/F/UTIL,6200,DAL@MIN 02/20/2026 07:30PM ET,DAL,29.99
C,Day'Ron Sharpe (42063010),Day'Ron Sharpe,42063010,C/UTIL,6200,BKN@OKC 02/20/2026 08:00PM ET,BKN,22.60
PG,Dyson Daniels (42063021),Dyson Daniels,42063021,PG/G/UTIL,6100,MIA@ATL 02/20/2026 07:30PM ET,ATL,32.67
PF,Miles Bridges (42063024),Miles Bridges,42063024,PF/F/UTIL,6100,CLE@CHA 02/20/2026 07:00PM ET,CHA,33.46
C,Zach Edey (42063027),Zach Edey,42063027,C/UTIL,6100,UTA@MEM 02/20/2026 07:00PM ET,MEM,33.77
SF,Jaden McDaniels (42063018),Jaden McDaniels,42063018,SF/F/UTIL,6100,DAL@MIN 02/20/2026 07:30PM ET,MIN,28.47
PF/C,Naz Reid (42063029),Naz Reid,42063029,PF/C/F/UTIL,6000,DAL@MIN 02/20/2026 07:30PM ET,MIN,30.33
C,Derik Queen (42063033),Derik Queen,42063033,C/UTIL,6000,MIL@NOP 02/20/2026 08:00PM ET,NOP,30.67
PG,Dejounte Murray (42063040),Dejounte Murray,42063040,PG/G/UTIL,6000,MIL@NOP 02/20/2026 08:00PM ET,NOP,0
SG/SF,Cason Wallace (42063035),Cason Wallace,42063035,SG/SF/F/G/UTIL,6000,BKN@OKC 02/20/2026 08:00PM ET,OKC,20.12
PG/SG,Tre Johnson (42063047),Tre Johnson,42063047,PG/SG/G/UTIL,5900,IND@WAS 02/20/2026 07:00PM ET,WAS,21.79
PF/C,Santi Aldama (42063043),Santi Aldama,42063043,PF/C/F/UTIL,5900,UTA@MEM 02/20/2026 07:00PM ET,MEM,30.25
PG,Donte DiVincenzo (42063051),Donte DiVincenzo,42063051,PG/G/UTIL,5800,DAL@MIN 02/20/2026 07:30PM ET,MIN,29.17
PF/C,Danny Wolf (42063059),Danny Wolf,42063059,PF/C/F/UTIL,5800,BKN@OKC 02/20/2026 08:00PM ET,BKN,19.8
SG,Aaron Nesmith (42063063),Aaron Nesmith,42063063,SG/G/UTIL,5700,IND@WAS 02/20/2026 07:00PM ET,IND,25.03
SG/SF,Brice Sensabaugh (42063054),Brice Sensabaugh,42063054,SG/SF/F/G/UTIL,5700,UTA@MEM 02/20/2026 07:00PM ET,UTA,20.36
PG,Ty Jerome (42063066),Ty Jerome,42063066,PG/G/UTIL,5700,UTA@MEM 02/20/2026 07:00PM ET,MEM,34.71
PG,Bub Carrington (42063069),Bub Carrington,42063069,PG/G/UTIL,5600,IND@WAS 02/20/2026 07:00PM ET,WAS,22.99
SG/SF,Pelle Larsson (42063084),Pelle Larsson,42063084,SG/SF/F/G/UTIL,5600,MIA@ATL 02/20/2026 07:30PM ET,MIA,20.99
SF,Jaylon Tyson (42063076),Jaylon Tyson,42063076,SF/F/UTIL,5500,CLE@CHA 02/20/2026 07:00PM ET,CLE,26.90
PG/SG,Cam Spencer (42063072),Cam Spencer,42063072,PG/SG/G/UTIL,5500,UTA@MEM 02/20/2026 07:00PM ET,MEM,25.44
SG/SF,Ayo Dosunmu (42063079),Ayo Dosunmu,42063079,SG/SF/F/G/UTIL,5500,DAL@MIN 02/20/2026 07:30PM ET,MIN,26.48
PF/C,Jay Huff (42063089),Jay Huff,42063089,PF/C/F/UTIL,5400,IND@WAS 02/20/2026 07:00PM ET,IND,20.87
SG/SF,Justin Champagnie (42063095),Justin Champagnie,42063095,SG/SF/F/G/UTIL,5400,IND@WAS 02/20/2026 07:00PM ET,WAS,19.51
C,Kel'el Ware (42063093),Kel'el Ware,42063093,C/UTIL,5400,MIA@ATL 02/20/2026 07:30PM ET,MIA,27.91
SF/PF,Gregory Jackson (42063100),Gregory Jackson,42063100,SF/PF/F/UTIL,5400,UTA@MEM 02/20/2026 07:00PM ET,MEM,17.90
C,Moussa Diabate (42063104),Moussa Diabate,42063104,C/UTIL,5300,CLE@CHA 02/20/2026 07:00PM ET,CHA,24.58
SG,Cedric Coward (42063106),Cedric Coward,42063106,SG/G/UTIL,5300,UTA@MEM 02/20/2026 07:00PM ET,MEM,27.44
SF/PF,Bilal Coulibaly (42063120),Bilal Coulibaly,42063120,SF/PF/F/UTIL,5200,IND@WAS 02/20/2026 07:00PM ET,WAS,23.57
SG,Max Christie (42063109),Max Christie,42063109,SG/G/UTIL,5200,DAL@MIN 02/20/2026 07:30PM ET,DAL,23.46
PG/SG,Egor Demin (42063112),Egor Demin,42063112,PG/SG/G/UTIL,5200,BKN@OKC 02/20/2026 08:00PM ET,BKN,22.23
PG/SG,Brandon Williams (42063124),Brandon Williams,42063124,PG/SG/G/UTIL,5100,DAL@MIN 02/20/2026 07:30PM ET,DAL,23.56
SF/PF,Aaron Wiggins (42063116),Aaron Wiggins,42063116,SF/PF/F/UTIL,5100,BKN@OKC 02/20/2026 08:00PM ET,OKC,21
C,Ryan Kalkbrenner (42063136),Ryan Kalkbrenner,42063136,C/UTIL,5000,CLE@CHA 02/20/2026 07:00PM ET,CHA,20.54
SG,Max Strus (42063141),Max Strus,42063141,SG/G/UTIL,5000,CLE@CHA 02/20/2026 07:00PM ET,CLE,0
SG/SF,AJ Green (42063128),AJ Green,42063128,SG/SF/F/G/UTIL,5000,MIL@NOP 02/20/2026 08:00PM ET,MIL,19.38
PF,Noah Clowney (42063133),Noah Clowney,42063133,PF/F/UTIL,5000,BKN@OKC 02/20/2026 08:00PM ET,BKN,24.00
PG,Ajay Mitchell (42063138),Ajay Mitchell,42063138,PG/G/UTIL,5000,BKN@OKC 02/20/2026 08:00PM ET,OKC,27.19
PG,Davion Mitchell (42063144),Davion Mitchell,42063144,PG/G/UTIL,4900,MIA@ATL 02/20/2026 07:30PM ET,MIA,25.07
C,Daniel Gafford (42063147),Daniel Gafford,42063147,C/UTIL,4900,DAL@MIN 02/20/2026 07:30PM ET,DAL,21.32
PG,Nolan Traore (42063149),Nolan Traore,42063149,PG/G/UTIL,4900,BKN@OKC 02/20/2026 08:00PM ET,BKN,16.14
C,Tristan Vukcevic (42063159),Tristan Vukcevic,42063159,C/UTIL,4800,IND@WAS 02/20/2026 07:00PM ET,WAS,14.57
PF,Khris Middleton (42063156),Khris Middleton,42063156,PF/F/UTIL,4800,DAL@MIN 02/20/2026 07:30PM ET,DAL,21.64
PG/SG,Jeremiah Fears (42063152),Jeremiah Fears,42063152,PG/SG/G/UTIL,4800,MIL@NOP 02/20/2026 08:00PM ET,NOP,25.04
PF,Will Riley (42063164),Will Riley,42063164,PF/F/UTIL,4700,IND@WAS 02/20/2026 07:00PM ET,WAS,13.11
PG/SG,Cam Thomas (42063167),Cam Thomas,42063167,PG/SG/G/UTIL,4700,MIL@NOP 02/20/2026 08:00PM ET,MIL,22.66
SG,Isaiah Joe (42063161),Isaiah Joe,42063161,SG/G/UTIL,4700,BKN@OKC 02/20/2026 08:00PM ET,OKC,18.30
SG/SF,Quenton Jackson (42063179),Quenton Jackson,42063179,SG/SF/F/G/UTIL,4600,IND@WAS 02/20/2026 07:00PM ET,IND,15.52
PF,Simone Fontecchio (42063171),Simone Fontecchio,42063171,PF/F/UTIL,4600,MIA@ATL 02/20/2026 07:30PM ET,MIA,17.12
SG/SF,Sam Merrill (42063174),Sam Merrill,42063174,SG/SF/F/G/UTIL,4600,CLE@CHA 02/20/2026 07:00PM ET,CLE,22.33
PG,Scotty Pippen Jr. (42063184),Scotty Pippen Jr.,42063184,PG/G/UTIL,4600,UTA@MEM 02/20/2026 07:00PM ET,MEM,23.42
PG/SG,Kam Jones (42063199),Kam Jones,42063199,PG/SG/G/UTIL,4500,IND@WAS 02/20/2026 07:00PM ET,IND,7.07
C,Jock Landale (42063190),Jock Landale,42063190,C/UTIL,4500,MIA@ATL 02/20/2026 07:30PM ET,ATL,24.34
PG,Dennis Schroder (42063192),Dennis Schroder,42063192,PG/G/UTIL,4500,CLE@CHA 02/20/2026 07:00PM ET,CLE,25.44
SF,Jaylen Wells (42063187),Jaylen Wells,42063187,SF/F/UTIL,4500,UTA@MEM 02/20/2026 07:00PM ET,MEM,20.98
PF/C,Jaylin Williams (42063195),Jaylin Williams,42063195,PF/C/F/UTIL,4500,BKN@OKC 02/20/2026 08:00PM ET,OKC,19.01
SF/PF,Jamir Watkins (42063224),Jamir Watkins,42063224,SF/PF/F/UTIL,4400,IND@WAS 02/20/2026 07:00PM ET,WAS,13.20
PF/C,Micah Potter (42063228),Micah Potter,42063228,PF/C/F/UTIL,4400,IND@WAS 02/20/2026 07:00PM ET,IND,17.21
SF/PF,Jonathan Kuminga (42063232),Jonathan Kuminga,42063232,SF/PF/F/UTIL,4400,MIA@ATL 02/20/2026 07:30PM ET,ATL,23.91
SG,Walter Clayton Jr. (42063207),Walter Clayton Jr.,42063207,SG/G/UTIL,4400,UTA@MEM 02/20/2026 07:00PM ET,MEM,15.88
SF/PF,Klay Thompson (42063203),Klay Thompson,42063203,SF/PF/F/UTIL,4400,DAL@MIN 02/20/2026 07:30PM ET,DAL,19.23
PG/SG,Bones Hyland (42063210),Bones Hyland,42063210,PG/SG/G/UTIL,4400,DAL@MIN 02/20/2026 07:30PM ET,MIN,15.09
C,Marvin Bagley III (42063214),Marvin Bagley III,42063214,C/UTIL,4400,DAL@MIN 02/20/2026 07:30PM ET,DAL,21.98
SF,Herbert Jones (42063221),Herbert Jones,42063221,SF/F/UTIL,4400,MIL@NOP 02/20/2026 08:00PM ET,NOP,21.48
SG/SF,Ziaire Williams (42063216),Ziaire Williams,42063216,SG/SF/F/G/UTIL,4400,BKN@OKC 02/20/2026 08:00PM ET,BKN,17.67
PG,T.J. McConnell (42063239),T.J. McConnell,42063239,PG/G/UTIL,4300,IND@WAS 02/20/2026 07:00PM ET,IND,21.71
SF,Kobe Brown (42063244),Kobe Brown,42063244,SF/F/UTIL,4300,IND@WAS 02/20/2026 07:00PM ET,IND,7.84
PF,Grant Williams (42063247),Grant Williams,42063247,PF/F/UTIL,4300,CLE@CHA 02/20/2026 07:00PM ET,CHA,16.58
C,Jericho Sims (42063242),Jericho Sims,42063242,C/UTIL,4300,MIL@NOP 02/20/2026 08:00PM ET,MIL,10.69
SG,Luguentz Dort (42063236),Luguentz Dort,42063236,SG/G/UTIL,4300,BKN@OKC 02/20/2026 08:00PM ET,OKC,18.47
PG,Sharife Cooper (42063276),Sharife Cooper,42063276,PG/G/UTIL,4200,IND@WAS 02/20/2026 07:00PM ET,WAS,13.15
PG,Kasparas Jakucionis (42063266),Kasparas Jakucionis,42063266,PG/G/UTIL,4200,MIA@ATL 02/20/2026 07:30PM ET,MIA,13.88
SG/SF,Josh Green (42063269),Josh Green,42063269,SG/SF/F/G/UTIL,4200,CLE@CHA 02/20/2026 07:00PM ET,CHA,9.98
SG/SF,Kentavious Caldwell-Pope (42063250),Kentavious Caldwell-Pope,42063250,SG/SF/F/G/UTIL,4200,UTA@MEM 02/20/2026 07:00PM ET,MEM,17.48
SG,Cody Williams (42063259),Cody Williams,42063259,SG/G/UTIL,4200,UTA@MEM 02/20/2026 07:00PM ET,UTA,12.21
C,Kyle Anderson (42063274),Kyle Anderson,42063274,C/UTIL,4200,UTA@MEM 02/20/2026 07:00PM ET,MEM,19.03
SF/PF,Caleb Martin (42063255),Caleb Martin,42063255,SF/PF/F/UTIL,4200,DAL@MIN 02/20/2026 07:30PM ET,DAL,10.50
PF/C,Kenrich Williams (42063262),Kenrich Williams,42063262,PF/C/F/UTIL,4200,BKN@OKC 02/20/2026 08:00PM ET,OKC,15.19
SG/SF,Ben Sheppard (42063279),Ben Sheppard,42063279,SG/SF/F/G/UTIL,4100,IND@WAS 02/20/2026 07:00PM ET,IND,14.88
SF/PF,Dean Wade (42063284),Dean Wade,42063284,SF/PF/F/UTIL,4100,CLE@CHA 02/20/2026 07:00PM ET,CLE,16.23
PG/SG,Vince Williams Jr. (42063288),Vince Williams Jr.,42063288,PG/SG/G/UTIL,4100,UTA@MEM 02/20/2026 07:00PM ET,UTA,21.11
SF,Alex Caruso (42063292),Alex Caruso,42063292,SF/F/UTIL,4100,BKN@OKC 02/20/2026 08:00PM ET,OKC,16.22
C,Anthony Gill (42063305),Anthony Gill,42063305,C/UTIL,4000,IND@WAS 02/20/2026 07:00PM ET,WAS,6.85
SG/SF,Myron Gardner (42063307),Myron Gardner,42063307,SG/SF/F/G/UTIL,4000,MIA@ATL 02/20/2026 07:30PM ET,MIA,11.25
PF,Taylor Hendricks (42063299),Taylor Hendricks,42063299,PF/F/UTIL,4000,UTA@MEM 02/20/2026 07:00PM ET,MEM,12.02
SF,Ousmane Dieng (42063302),Ousmane Dieng,42063302,SF/F/UTIL,4000,MIL@NOP 02/20/2026 08:00PM ET,MIL,10.02
PG/SG,Jared McCain (42063295),Jared McCain,42063295,PG/SG/G/UTIL,4000,BKN@OKC 02/20/2026 08:00PM ET,OKC,13.40
SG,Jaden Hardy (42063325),Jaden Hardy,42063325,SG/G/UTIL,3900,IND@WAS 02/20/2026 07:00PM ET,WAS,11.11
PF/C,Obi Toppin (42063328),Obi Toppin,42063328,PF/C/F/UTIL,3900,IND@WAS 02/20/2026 07:00PM ET,IND,26.33
PG,Dru Smith (42063312),Dru Smith,42063312,PG/G/UTIL,3900,MIA@ATL 02/20/2026 07:30PM ET,MIA,17.00
SF,Corey Kispert (42063322),Corey Kispert,42063322,SF/F/UTIL,3900,MIA@ATL 02/20/2026 07:30PM ET,ATL,16.49
C,Yves Missi (42063315),Yves Missi,42063315,C/UTIL,3900,MIL@NOP 02/20/2026 08:00PM ET,NOP,17.54
SG/SF,Terance Mann (42063317),Terance Mann,42063317,SG/SF/F/G/UTIL,3900,BKN@OKC 02/20/2026 08:00PM ET,BKN,18.46
PG/SG,Tre Mann (42063337),Tre Mann,42063337,PG/SG/G/UTIL,3800,CLE@CHA 02/20/2026 07:00PM ET,CHA,14.35
SF/PF,John Konchar (42063341),John Konchar,42063341,SF/PF/F/UTIL,3800,UTA@MEM 02/20/2026 07:00PM ET,UTA,12.23
PF/C,Pete Nance (42063345),Pete Nance,42063345,PF/C/F/UTIL,3800,MIL@NOP 02/20/2026 08:00PM ET,MIL,9.71
SG/SF,Drake Powell (42063332),Drake Powell,42063332,SG/SF/F/G/UTIL,3800,BKN@OKC 02/20/2026 08:00PM ET,BKN,11.82
SG/SF,Taelon Peter (42063364),Taelon Peter,42063364,SG/SF/F/G/UTIL,3700,IND@WAS 02/20/2026 07:00PM ET,IND,7.23
SF/PF,Sion James (42063349),Sion James,42063349,SF/PF/F/UTIL,3700,CLE@CHA 02/20/2026 07:00PM ET,CHA,14.59
PG,Craig Porter Jr. (42063356),Craig Porter Jr.,42063356,PG/G/UTIL,3700,CLE@CHA 02/20/2026 07:00PM ET,CLE,16.57
PF,Nae'Qwan Tomlin (42063359),Nae'Qwan Tomlin,42063359,PF/F/UTIL,3700,CLE@CHA 02/20/2026 07:00PM ET,CLE,14.73
C,Kevin Love (42063362),Kevin Love,42063362,C/UTIL,3700,UTA@MEM 02/20/2026 07:00PM ET,UTA,18.49
SF,Jahmai Mashack (42063369),Jahmai Mashack,42063369,SF/F/UTIL,3700,UTA@MEM 02/20/2026 07:00PM ET,MEM,10
PG,Tyus Jones (42063353),Tyus Jones,42063353,PG/G/UTIL,3700,DAL@MIN 02/20/2026 07:30PM ET,DAL,9.78
PG/SG,Ethan Thompson (42063388),Ethan Thompson,42063388,PG/SG/G/UTIL,3600,IND@WAS 02/20/2026 07:00PM ET,IND,11.20
SF,Zaccharie Risacher (42063377),Zaccharie Risacher,42063377,SF/F/UTIL,3600,MIA@ATL 02/20/2026 07:30PM ET,ATL,20.16
SG/SF,Keon Ellis (42063372),Keon Ellis,42063372,SG/SF/F/G/UTIL,3600,CLE@CHA 02/20/2026 07:00PM ET,CLE,12.19
PF,Tidjane Salaun (42063380),Tidjane Salaun,42063380,PF/F/UTIL,3600,CLE@CHA 02/20/2026 07:00PM ET,CHA,14.46
SG/SF,Bryce McGowens (42063383),Bryce McGowens,42063383,SG/SF/F/G/UTIL,3600,MIL@NOP 02/20/2026 08:00PM ET,NOP,14.20
SG/SF,Buddy Hield (42063392),Buddy Hield,42063392,SG/SF/F/G/UTIL,3500,MIA@ATL 02/20/2026 07:30PM ET,ATL,15.38
C,Xavier Tillman (42063409),Xavier Tillman,42063409,C/UTIL,3500,CLE@CHA 02/20/2026 07:00PM ET,CHA,5.30
SG/SF,Svi Mykhailiuk (42063397),Svi Mykhailiuk,42063397,SG/SF/F/G/UTIL,3500,UTA@MEM 02/20/2026 07:00PM ET,UTA,16.63
PF/C,Olivier-Maxence Prosper (42063402),Olivier-Maxence Prosper,42063402,PF/C/F/UTIL,3500,UTA@MEM 02/20/2026 07:00PM ET,MEM,11.82
PG,Javon Small (42063406),Javon Small,42063406,PG/G/UTIL,3500,UTA@MEM 02/20/2026 07:00PM ET,MEM,14.45
PF/C,Mouhamed Gueye (42063411),Mouhamed Gueye,42063411,PF/C/F/UTIL,3400,MIA@ATL 02/20/2026 07:30PM ET,ATL,13.64
PF/C,Nikola Jovic (42063415),Nikola Jovic,42063415,PF/C/F/UTIL,3400,MIA@ATL 02/20/2026 07:30PM ET,MIA,17.09
C,PJ Hall (42063423),PJ Hall,42063423,C/UTIL,3400,CLE@CHA 02/20/2026 07:00PM ET,CHA,11.59
PG/SG,Jordan Poole (42063419),Jordan Poole,42063419,PG/SG/G/UTIL,3400,MIL@NOP 02/20/2026 08:00PM ET,NOP,23.70
C,Thomas Bryant (42063439),Thomas Bryant,42063439,C/UTIL,3300,CLE@CHA 02/20/2026 07:00PM ET,CLE,11.20
PF,Blake Hinson (42063444),Blake Hinson,42063444,PF/F/UTIL,3300,UTA@MEM 02/20/2026 07:00PM ET,UTA,14.75
SG/SF,Jaylen Clark (42063425),Jaylen Clark,42063425,SG/SF/F/G/UTIL,3300,DAL@MIN 02/20/2026 07:30PM ET,MIN,8.89
SG/SF,Gary Trent Jr. (42063430),Gary Trent Jr.,42063430,SG/SF/F/G/UTIL,3300,MIL@NOP 02/20/2026 08:00PM ET,MIL,13.86
PF/C,Karlo Matkovic (42063435),Karlo Matkovic,42063435,PF/C/F/UTIL,3300,MIL@NOP 02/20/2026 08:00PM ET,NOP,12.06
PG,Ben Saraf (42063441),Ben Saraf,42063441,PG/G/UTIL,3300,BKN@OKC 02/20/2026 08:00PM ET,BKN,12.5
PG,Kadary Richmond (42063462),Kadary Richmond,42063462,PG/G/UTIL,3200,IND@WAS 02/20/2026 07:00PM ET,WAS,19.62
PF/C,Asa Newell (42063452),Asa Newell,42063452,PF/C/F/UTIL,3200,MIA@ATL 02/20/2026 07:30PM ET,ATL,10.02
PF/C,Brandon Clarke (42063458),Brandon Clarke,42063458,PF/C/F/UTIL,3200,UTA@MEM 02/20/2026 07:00PM ET,MEM,10.5
C,Kevon Looney (42063456),Kevon Looney,42063456,C/UTIL,3200,MIL@NOP 02/20/2026 08:00PM ET,NOP,13.11
SG/SF,Ochai Agbaji (42063447),Ochai Agbaji,42063447,SG/SF/F/G/UTIL,3200,BKN@OKC 02/20/2026 08:00PM ET,BKN,9.88
PF/C,Larry Nance Jr. (42063473),Larry Nance Jr.,42063473,PF/C/F/UTIL,3100,CLE@CHA 02/20/2026 07:00PM ET,CLE,9.72
SF,Gary Harris (42063465),Gary Harris,42063465,SF/F/UTIL,3100,MIL@NOP 02/20/2026 08:00PM ET,MIL,7.34
PF,Jalen Wilson (42063468),Jalen Wilson,42063468,PF/F/UTIL,3100,BKN@OKC 02/20/2026 08:00PM ET,BKN,9.36
C,Branden Carlson (42063471),Branden Carlson,42063471,C/UTIL,3100,BKN@OKC 02/20/2026 08:00PM ET,OKC,10.54
SG/SF,Johnny Furphy (42063506),Johnny Furphy,42063506,SG/SF/F/G/UTIL,3000,IND@WAS 02/20/2026 07:00PM ET,IND,13.86
PG,D'Angelo Russell (42063535),D'Angelo Russell,42063535,PG/G/UTIL,3000,IND@WAS 02/20/2026 07:00PM ET,WAS,19.91
