Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
125454-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,50.90416463216146,24,11100,MIL@DEN,MIL,DEN,,,,,,PF
125454-84680,PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,51.270270270270274,37,11000,MIA@OKC,OKC,MIA,,,,,,PG
125454-157833,PF/SF,Jalen,Jalen Johnson,Johnson,50.286112467447914,36,10900,ATL@GS,ATL,GS,,,,,,SF/PF
125454-145331,PG,Tyrese,Tyrese Maxey,Maxey,52.18823601217831,34,10400,PHI@TOR,PHI,TOR,,,,,,PG
125454-145539,SF/PF,Deni,Deni Avdija,Avdija,45.47692245092147,39,10300,NY@POR,POR,NY,,,,,,SF/PF
125454-188414,C/PF,Victor,Victor Wembanyama,Wembanyama,50.48749796549479,24,10200,SA@MIN,SA,MIN,,,,,,PF/C
125454-66108,PG/SG,Jamal,Jamal Murray,Murray,43.65142996651786,35,10000,MIL@DEN,DEN,MIL,Q,Ankle,,,,PG/SG
125454-145321,SG/SF,Anthony,Anthony Edwards,Edwards,44.74687576293945,32,9600,SA@MIN,MIN,SA,,,,,,SG/SF
125454-9646,SF/PF,Kevin,Kevin Durant,Durant,41.21212121212121,33,9500,HOU@SAC,HOU,SAC,,,,,,SF/PF
125454-58460,PG/SG,Devin,Devin Booker,Booker,40.31714215959821,35,9200,WAS@PHO,PHO,WAS,,,,,,PG/SG
125454-157822,PF/SF,Scottie,Scottie Barnes,Barnes,42.93947239925987,38,9100,PHI@TOR,TOR,PHI,Q,Knee,,,,SF/PF
125454-84690,PG,Jalen,Jalen Brunson,Brunson,42.351429966517856,35,9100,NY@POR,NY,POR,,,,,,PG
125454-9524,PG,Stephen,Stephen Curry,Curry,42.472412109375,29,9000,ATL@GS,GS,ATL,,,,,,PG
125454-58462,C/PF,Karl-Anthony,Karl-Anthony Towns,Towns,41.319998604910715,35,8900,NY@POR,NY,POR,,,,,,PF/C
125454-49111,C,Joel,Joel Embiid,Embiid,39.62105198910362,19,8800,PHI@TOR,PHI,TOR,Q,Knee,,,,C
125454-188405,SG/PG,Amen,Amen Thompson,Thompson,38.42857142857143,35,8700,HOU@SAC,HOU,SAC,,,,,,PG/SG
125454-157908,C/PF,Alperen,Alperen Sengun,Sengun,46.292855398995535,28,8600,HOU@SAC,HOU,SAC,Q,Ankle,,,,PF/C
125454-171760,SF/PF,Jalen,Jalen Williams,Williams,35.745001220703124,20,8500,MIA@OKC,OKC,MIA,,,,,,SF/PF
125454-110345,PG/SG,Kevin,Kevin Porter,Porter,40.87894801089638,19,8400,MIL@DEN,MIL,DEN,P,Hip,,,,PG/SG
125454-171759,C/PF,Chet,Chet Holmgren,Holmgren,35.827274206912875,33,8200,MIA@OKC,OKC,MIA,,,,,,PF/C
125454-171784,SG/PG,Dyson,Dyson Daniels,Daniels,34.15128267728365,39,8100,ATL@GS,ATL,GS,,,,,,PG/SG
125454-66048,SF/PF,Brandon,Brandon Ingram,Ingram,36.13157894736842,38,8000,PHI@TOR,TOR,PHI,Q,Thumb,,,,SF/PF
125454-42669,PF,Julius,Julius Randle,Randle,40.4025628505609,39,8000,SA@MIN,MIN,SA,,,,,,PF
125454-84671,PG,Trae,Trae Young,Young,35.15,10,8000,WAS@PHO,WAS,PHO,O,Quadriceps,,,,PG
125454-203764,C/PF,Alex,Alex Sarr,Sarr,38.13214111328125,28,7900,WAS@PHO,WAS,PHO,,,,,,PF/C
125454-14528,SF/PF,Jimmy,Jimmy Butler,Butler,36.864706600413605,34,7800,ATL@GS,GS,ATL,,,,,,SF/PF
125454-110312,SG/PG,Tyler,Tyler Herro,Herro,35.962501525878906,8,7800,MIA@OKC,MIA,OKC,,,,,,PG/SG
125454-80810,PG,De'Aaron,De'Aaron Fox,Fox,37.06551808324353,29,7800,SA@MIN,SA,MIN,,,,,,PG
125454-203723,SG/PG,Stephon,Stephon Castle,Castle,34.90344869679418,29,7700,SA@MIN,SA,MIN,,,,,,PG/SG
125454-228133,SF/SG,VJ,VJ Edgecombe,Edgecombe,33.70000076293945,32,7500,PHI@TOR,PHI,TOR,,,,,,SG/SF
125454-80817,C/PF,Bam,Bam Adebayo,Adebayo,35.43000081380208,30,7500,MIA@OKC,MIA,OKC,,,,,,PF/C
125454-59358,C/PF,Domantas,Domantas Sabonis,Sabonis,39.04545454545455,11,7500,HOU@SAC,SAC,HOU,O,Knee,,,,PF/C
125454-145304,C/PF,Onyeka,Onyeka Okongwu,Okongwu,35.01315789473684,38,7400,ATL@GS,ATL,GS,,,,,,PF/C
