Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG,Brandon Ingram (41839388),Brandon Ingram,41839388,SG/G/UTIL,8100,CHI@TOR 02/05/2026 07:30PM ET,TOR,37.68
SF,Franz Wagner (41839391),Franz Wagner,41839391,SF/F/UTIL,8000,BKN@ORL 02/05/2026 07:00PM ET,ORL,37.89
PF/C,Jaren Jackson Jr. (41839394),Jaren Jackson Jr.,41839394,PF/C/F/UTIL,7900,UTA@ATL 02/05/2026 07:30PM ET,UTA,34.24
PG,LaMelo Ball (41839398),LaMelo Ball,41839398,PG/G/UTIL,7800,CHA@HOU 02/05/2026 08:00PM ET,CHA,39.82
PG,Josh Giddey (41839403),Josh Giddey,41839403,PG/G/UTIL,7700,CHI@TOR 02/05/2026 07:30PM ET,CHI,45.5
C,Jalen Duren (41839401),Jalen Duren,41839401,C/UTIL,7700,WAS@DET 02/05/2026 07:00PM ET,DET,37.5
C,Alexandre Sarr (41839406),Alexandre Sarr,41839406,C/UTIL,7600,WAS@DET 02/05/2026 07:00PM ET,WAS,37.16
C,Onyeka Okongwu (41839408),Onyeka Okongwu,41839408,C/UTIL,7500,UTA@ATL 02/05/2026 07:30PM ET,ATL,35.79
PG,De'Aaron Fox (41839410),De'Aaron Fox,41839410,PG/G/UTIL,7500,SAS@DAL 02/05/2026 08:30PM ET,SAS,37.11
C,Jusuf Nurkic (41839413),Jusuf Nurkic,41839413,C/UTIL,7400,UTA@ATL 02/05/2026 07:30PM ET,UTA,34.79
SG,Kyshawn George (41839415),Kyshawn George,41839415,SG/G/UTIL,7300,WAS@DET 02/05/2026 07:00PM ET,WAS,33.58
SF,Brandon Miller (41839418),Brandon Miller,41839418,SF/F/UTIL,7300,CHA@HOU 02/05/2026 08:00PM ET,CHA,35.51
PG/SG,Dyson Daniels (41839421),Dyson Daniels,41839421,PG/SG/G/UTIL,7200,UTA@ATL 02/05/2026 07:30PM ET,ATL,33.06
SG,Coby White (41839425),Coby White,41839425,SG/G/UTIL,7200,CHA@HOU 02/05/2026 08:00PM ET,CHA,31.60
PG/SG,Anthony Black (41839428),Anthony Black,41839428,PG/SG/G/UTIL,7100,BKN@ORL 02/05/2026 07:00PM ET,ORL,30.86
SG/SF,Nickeil Alexander-Walker (41839432),Nickeil Alexander-Walker,41839432,SG/SF/F/G/UTIL,7000,UTA@ATL 02/05/2026 07:30PM ET,ATL,34.03
PG,Immanuel Quickley (41839437),Immanuel Quickley,41839437,PG/G/UTIL,7000,CHI@TOR 02/05/2026 07:30PM ET,TOR,35.07
PG,Isaiah Collier (41839443),Isaiah Collier,41839443,PG/G/UTIL,6900,UTA@ATL 02/05/2026 07:30PM ET,UTA,25.02
SG,Kon Knueppel (41839440),Kon Knueppel,41839440,SG/G/UTIL,6900,CHA@HOU 02/05/2026 08:00PM ET,CHA,33.47
SG,Desmond Bane (41839446),Desmond Bane,41839446,SG/G/UTIL,6800,BKN@ORL 02/05/2026 07:00PM ET,ORL,33.55
PF,Matas Buzelis (41839449),Matas Buzelis,41839449,PF/F/UTIL,6700,CHI@TOR 02/05/2026 07:30PM ET,CHI,28.93
SG,Stephon Castle (41839452),Stephon Castle,41839452,SG/G/UTIL,6700,SAS@DAL 02/05/2026 08:30PM ET,SAS,35.74
PF,Jabari Smith Jr. (41839455),Jabari Smith Jr.,41839455,PF/F/UTIL,6600,CHA@HOU 02/05/2026 08:00PM ET,HOU,30.68
SG/SF,Naji Marshall (41839458),Naji Marshall,41839458,SG/SF/F/G/UTIL,6500,SAS@DAL 02/05/2026 08:30PM ET,DAL,27.15
PF,Kyle Filipowski (41839463),Kyle Filipowski,41839463,PF/F/UTIL,6400,UTA@ATL 02/05/2026 07:30PM ET,UTA,23
SG/SF,Ayo Dosunmu (41839466),Ayo Dosunmu,41839466,SG/SF/F/G/UTIL,6400,CHI@TOR 02/05/2026 07:30PM ET,CHI,26.62
SF,RJ Barrett (41839476),RJ Barrett,41839476,SF/F/UTIL,6300,CHI@TOR 02/05/2026 07:30PM ET,TOR,32.54
C,Nic Claxton (41839474),Nic Claxton,41839474,C/UTIL,6300,BKN@ORL 02/05/2026 07:00PM ET,BKN,31.20
PF,Miles Bridges (41839471),Miles Bridges,41839471,PF/F/UTIL,6300,CHA@HOU 02/05/2026 08:00PM ET,CHA,33.71
SG,Tari Eason (41839479),Tari Eason,41839479,SG/G/UTIL,6300,CHA@HOU 02/05/2026 08:00PM ET,HOU,26.06
C,Jalen Smith (41839482),Jalen Smith,41839482,C/UTIL,6200,CHI@TOR 02/05/2026 07:30PM ET,CHI,23.61
SF/PF,PJ Washington (41839484),PJ Washington,41839484,SF/PF/F/UTIL,6200,SAS@DAL 02/05/2026 08:30PM ET,DAL,30.51
C,Jock Landale (41839492),Jock Landale,41839492,C/UTIL,6100,UTA@ATL 02/05/2026 07:30PM ET,ATL,24.28
PG/SG,CJ McCollum (41839488),CJ McCollum,41839488,PG/SG/G/UTIL,6100,UTA@ATL 02/05/2026 07:30PM ET,ATL,31
PG,Jalen Suggs (41839494),Jalen Suggs,41839494,PG/G/UTIL,6000,BKN@ORL 02/05/2026 07:00PM ET,ORL,30.69
SF,Ace Bailey (41839497),Ace Bailey,41839497,SF/F/UTIL,5900,UTA@ATL 02/05/2026 07:30PM ET,UTA,21.03
PG/SG,Tre Johnson (41839500),Tre Johnson,41839500,PG/SG/G/UTIL,5900,WAS@DET 02/05/2026 07:00PM ET,WAS,21.83
PF,Julian Champagnie (41839504),Julian Champagnie,41839504,PF/F/UTIL,5800,SAS@DAL 02/05/2026 08:30PM ET,SAS,24.34
SG/SF,Brice Sensabaugh (41839507),Brice Sensabaugh,41839507,SG/SF/F/G/UTIL,5700,UTA@ATL 02/05/2026 07:30PM ET,UTA,19.97
PF/C,Kristaps Porzingis (41839515),Kristaps Porzingis,41839515,PF/C/F/UTIL,5700,UTA@ATL 02/05/2026 07:30PM ET,ATL,31.75
SF,Ausar Thompson (41839512),Ausar Thompson,41839512,SF/F/UTIL,5700,WAS@DET 02/05/2026 07:00PM ET,DET,26.81
PF/C,Collin Murray-Boyles (41839522),Collin Murray-Boyles,41839522,PF/C/F/UTIL,5600,CHI@TOR 02/05/2026 07:30PM ET,TOR,20.52
PG,Bub Carrington (41839519),Bub Carrington,41839519,PG/G/UTIL,5600,WAS@DET 02/05/2026 07:00PM ET,WAS,23.15
SF,Devin Vassell (41839526),Devin Vassell,41839526,SF/F/UTIL,5500,SAS@DAL 02/05/2026 08:30PM ET,SAS,25.90
C,Sandro Mamukelashvili (41839529),Sandro Mamukelashvili,41839529,C/UTIL,5400,CHI@TOR 02/05/2026 07:30PM ET,TOR,23.56
PG/SG,Reed Sheppard (41839531),Reed Sheppard,41839531,PG/SG/G/UTIL,5400,CHA@HOU 02/05/2026 08:00PM ET,HOU,24.63
PG,Tre Jones (41839541),Tre Jones,41839541,PG/G/UTIL,5300,CHI@TOR 02/05/2026 07:30PM ET,CHI,27.64
C,Day'Ron Sharpe (41839539),Day'Ron Sharpe,41839539,C/UTIL,5300,BKN@ORL 02/05/2026 07:00PM ET,BKN,22.25
SF/PF,Keldon Johnson (41839535),Keldon Johnson,41839535,SF/PF/F/UTIL,5300,SAS@DAL 02/05/2026 08:30PM ET,SAS,24.82
PG/SG,Brandon Williams (41839546),Brandon Williams,41839546,PG/SG/G/UTIL,5200,SAS@DAL 02/05/2026 08:30PM ET,DAL,23.42
PF,Tobias Harris (41839550),Tobias Harris,41839550,PF/F/UTIL,5200,WAS@DET 02/05/2026 07:00PM ET,DET,25.32
SF,Bilal Coulibaly (41839553),Bilal Coulibaly,41839553,SF/F/UTIL,5200,WAS@DET 02/05/2026 07:00PM ET,WAS,23.59
C,Moussa Diabate (41839544),Moussa Diabate,41839544,C/UTIL,5200,CHA@HOU 02/05/2026 08:00PM ET,CHA,24.66
C,Daniel Gafford (41839556),Daniel Gafford,41839556,C/UTIL,5100,SAS@DAL 02/05/2026 08:30PM ET,DAL,21.15
PG/SG,Anfernee Simons (41839558),Anfernee Simons,41839558,PG/SG/G/UTIL,5000,CHI@TOR 02/05/2026 07:30PM ET,CHI,22.84
SG,Max Christie (41839562),Max Christie,41839562,SG/G/UTIL,5000,SAS@DAL 02/05/2026 08:30PM ET,DAL,23.05
PF,Khris Middleton (41839569),Khris Middleton,41839569,PF/F/UTIL,5000,SAS@DAL 02/05/2026 08:30PM ET,DAL,21.94
SF/PF,Justin Champagnie (41839565),Justin Champagnie,41839565,SF/PF/F/UTIL,5000,WAS@DET 02/05/2026 07:00PM ET,WAS,18.53
C,Wendell Carter Jr. (41839572),Wendell Carter Jr.,41839572,C/UTIL,4900,BKN@ORL 02/05/2026 07:00PM ET,ORL,27.35
PF/C,Danny Wolf (41839574),Danny Wolf,41839574,PF/C/F/UTIL,4900,BKN@ORL 02/05/2026 07:00PM ET,BKN,18.28
PG,Jamal Shead (41839578),Jamal Shead,41839578,PG/G/UTIL,4800,CHI@TOR 02/05/2026 07:30PM ET,TOR,19.69
PF,Noah Clowney (41839581),Noah Clowney,41839581,PF/F/UTIL,4800,BKN@ORL 02/05/2026 07:00PM ET,BKN,24.32
PF,Will Riley (41839584),Will Riley,41839584,PF/F/UTIL,4700,WAS@DET 02/05/2026 07:00PM ET,WAS,11.98
C,Ryan Kalkbrenner (41839587),Ryan Kalkbrenner,41839587,C/UTIL,4700,CHA@HOU 02/05/2026 08:00PM ET,CHA,20.92
C,Marvin Bagley III (41839589),Marvin Bagley III,41839589,C/UTIL,4600,SAS@DAL 02/05/2026 08:30PM ET,DAL,21.57
SF,Isaac Okoro (41839599),Isaac Okoro,41839599,SF/F/UTIL,4500,CHI@TOR 02/05/2026 07:30PM ET,CHI,16.69
C,Jakob Poeltl (41839604),Jakob Poeltl,41839604,C/UTIL,4500,CHI@TOR 02/05/2026 07:30PM ET,TOR,24.5
PG,Egor Demin (41839596),Egor Demin,41839596,PG/G/UTIL,4500,BKN@ORL 02/05/2026 07:00PM ET,BKN,21.95
C,Luke Kornet (41839602),Luke Kornet,41839602,C/UTIL,4500,SAS@DAL 02/05/2026 08:30PM ET,SAS,22.34
SG/SF,Josh Okogie (41839591),Josh Okogie,41839591,SG/SF/F/G/UTIL,4500,CHA@HOU 02/05/2026 08:00PM ET,HOU,13.02
SG,Cody Williams (41839617),Cody Williams,41839617,SG/G/UTIL,4400,UTA@ATL 02/05/2026 07:30PM ET,UTA,11.83
PG/SG,Vince Williams Jr. (41839620),Vince Williams Jr.,41839620,PG/SG/G/UTIL,4400,UTA@ATL 02/05/2026 07:30PM ET,UTA,21.87
SF/PF,Klay Thompson (41839609),Klay Thompson,41839609,SF/PF/F/UTIL,4400,SAS@DAL 02/05/2026 08:30PM ET,DAL,19.38
SG,Duncan Robinson (41839606),Duncan Robinson,41839606,SG/G/UTIL,4400,WAS@DET 02/05/2026 07:00PM ET,DET,21.13
PF/C,Isaiah Stewart (41839613),Isaiah Stewart,41839613,PF/C/F/UTIL,4400,WAS@DET 02/05/2026 07:00PM ET,DET,22.77
PF/C,Mouhamed Gueye (41839624),Mouhamed Gueye,41839624,PF/C/F/UTIL,4300,UTA@ATL 02/05/2026 07:30PM ET,ATL,13.87
PG/SG,Collin Sexton (41839628),Collin Sexton,41839628,PG/SG/G/UTIL,4300,CHI@TOR 02/05/2026 07:30PM ET,CHI,23.88
SG/SF,Ziaire Williams (41839632),Ziaire Williams,41839632,SG/SF/F/G/UTIL,4300,BKN@ORL 02/05/2026 07:00PM ET,BKN,17.51
SG,Cam Thomas (41839637),Cam Thomas,41839637,SG/G/UTIL,4300,BKN@ORL 02/05/2026 07:00PM ET,BKN,22.78
PF,Caleb Martin (41839645),Caleb Martin,41839645,PF/F/UTIL,4200,SAS@DAL 02/05/2026 08:30PM ET,DAL,10.27
PG/SG,Dylan Harper (41839648),Dylan Harper,41839648,PG/SG/G/UTIL,4200,SAS@DAL 02/05/2026 08:30PM ET,SAS,22.33
SG/SF,Kevin Huerter (41839640),Kevin Huerter,41839640,SG/SF/F/G/UTIL,4200,WAS@DET 02/05/2026 07:00PM ET,DET,22.69
SG/SF,Luke Kennard (41839656),Luke Kennard,41839656,SG/SF/F/G/UTIL,4100,UTA@ATL 02/05/2026 07:30PM ET,ATL,15.84
SF,Zaccharie Risacher (41839663),Zaccharie Risacher,41839663,SF/F/UTIL,4100,UTA@ATL 02/05/2026 07:30PM ET,ATL,20.44
PF/C,Patrick Williams (41839652),Patrick Williams,41839652,PF/C/F/UTIL,4100,CHI@TOR 02/05/2026 07:30PM ET,CHI,14.27
C,Clint Capela (41839661),Clint Capela,41839661,C/UTIL,4100,CHA@HOU 02/05/2026 08:00PM ET,HOU,12.77
SG/SF,Svi Mykhailiuk (41839673),Svi Mykhailiuk,41839673,SG/SF/F/G/UTIL,4000,UTA@ATL 02/05/2026 07:30PM ET,UTA,16.41
C,Kevin Love (41839681),Kevin Love,41839681,C/UTIL,4000,UTA@ATL 02/05/2026 07:30PM ET,UTA,18.41
SF/PF,Tristan da Silva (41839669),Tristan da Silva,41839669,SF/PF/F/UTIL,4000,BKN@ORL 02/05/2026 07:00PM ET,ORL,17.43
PF,Harrison Barnes (41839666),Harrison Barnes,41839666,PF/F/UTIL,4000,SAS@DAL 02/05/2026 08:30PM ET,SAS,19.52
PG,Daniss Jenkins (41839678),Daniss Jenkins,41839678,PG/G/UTIL,4000,WAS@DET 02/05/2026 07:00PM ET,DET,17.15
SF,Corey Kispert (41839695),Corey Kispert,41839695,SF/F/UTIL,3900,UTA@ATL 02/05/2026 07:30PM ET,ATL,16.36
SG/SF,Gradey Dick (41839683),Gradey Dick,41839683,SG/SF/F/G/UTIL,3900,CHI@TOR 02/05/2026 07:30PM ET,TOR,12
PG/SG,Jaden Ivey (41839691),Jaden Ivey,41839691,PG/SG/G/UTIL,3900,CHI@TOR 02/05/2026 07:30PM ET,CHI,15.02
C,Zach Collins (41839698),Zach Collins,41839698,C/UTIL,3900,CHI@TOR 02/05/2026 07:30PM ET,CHI,20.25
PF,Ronald Holland II (41839688),Ronald Holland II,41839688,PF/F/UTIL,3900,WAS@DET 02/05/2026 07:00PM ET,DET,18.52
SF/PF,John Konchar (41839705),John Konchar,41839705,SF/PF/F/UTIL,3800,UTA@ATL 02/05/2026 07:30PM ET,UTA,11.92
SG/SF,Terance Mann (41839700),Terance Mann,41839700,SG/SF/F/G/UTIL,3800,BKN@ORL 02/05/2026 07:00PM ET,BKN,18.76
PG/SG,AJ Johnson (41839709),AJ Johnson,41839709,PG/SG/G/UTIL,3800,SAS@DAL 02/05/2026 08:30PM ET,DAL,6.01
PF/C,Grant Williams (41839713),Grant Williams,41839713,PF/C/F/UTIL,3800,CHA@HOU 02/05/2026 08:00PM ET,CHA,14.05
SF/PF,Dalen Terry (41839717),Dalen Terry,41839717,SF/PF/F/UTIL,3700,CHI@TOR 02/05/2026 07:30PM ET,CHI,9.63
PG,Nolan Traore (41839726),Nolan Traore,41839726,PG/G/UTIL,3700,BKN@ORL 02/05/2026 07:00PM ET,BKN,13.33
SG/SF,Caris LeVert (41839721),Caris LeVert,41839721,SG/SF/F/G/UTIL,3700,WAS@DET 02/05/2026 07:00PM ET,DET,17.31
PF/C,Skal Labissiere (41839729),Skal Labissiere,41839729,PF/C/F/UTIL,3700,WAS@DET 02/05/2026 07:00PM ET,WAS,11.58
PG,Yuki Kawamura (41839742),Yuki Kawamura,41839742,PG/G/UTIL,3600,CHI@TOR 02/05/2026 07:30PM ET,CHI,22
C,Moussa Cisse (41839735),Moussa Cisse,41839735,C/UTIL,3600,SAS@DAL 02/05/2026 08:30PM ET,DAL,12.39
C,Tristan Vukcevic (41839733),Tristan Vukcevic,41839733,C/UTIL,3600,WAS@DET 02/05/2026 07:00PM ET,WAS,12.88
SG/SF,Josh Green (41839737),Josh Green,41839737,SG/SF/F/G/UTIL,3600,CHA@HOU 02/05/2026 08:00PM ET,CHA,9.55
C,Dwight Powell (41839753),Dwight Powell,41839753,C/UTIL,3500,SAS@DAL 02/05/2026 08:30PM ET,DAL,10.99
PF/C,Kelly Olynyk (41839755),Kelly Olynyk,41839755,PF/C/F/UTIL,3500,SAS@DAL 02/05/2026 08:30PM ET,SAS,8.90
SG/SF,Sion James (41839745),Sion James,41839745,SG/SF/F/G/UTIL,3500,CHA@HOU 02/05/2026 08:00PM ET,CHA,14.70
PG,Mike Conley (41839750),Mike Conley,41839750,PG/G/UTIL,3500,CHA@HOU 02/05/2026 08:00PM ET,CHA,12.80
PG/SG,Ja'Kobe Walter (41839759),Ja'Kobe Walter,41839759,PG/SG/G/UTIL,3400,CHI@TOR 02/05/2026 07:30PM ET,TOR,12.38
SG/SF,Noah Penda (41839769),Noah Penda,41839769,SG/SF/F/G/UTIL,3400,BKN@ORL 02/05/2026 07:00PM ET,ORL,13.68
C,Moritz Wagner (41839776),Moritz Wagner,41839776,C/UTIL,3400,BKN@ORL 02/05/2026 07:00PM ET,ORL,12.11
SF,Carter Bryant (41839763),Carter Bryant,41839763,SF/F/UTIL,3400,SAS@DAL 02/05/2026 08:30PM ET,SAS,6.04
PG,Ryan Nembhard (41839766),Ryan Nembhard,41839766,PG/G/UTIL,3400,SAS@DAL 02/05/2026 08:30PM ET,DAL,16.52
C,Anthony Gill (41839774),Anthony Gill,41839774,C/UTIL,3400,WAS@DET 02/05/2026 07:00PM ET,WAS,4.37
PG,Sharife Cooper (41839778),Sharife Cooper,41839778,PG/G/UTIL,3400,WAS@DET 02/05/2026 07:00PM ET,WAS,5.97
C,Christian Koloko (41839801),Christian Koloko,41839801,C/UTIL,3300,UTA@ATL 02/05/2026 07:30PM ET,ATL,10.9
SF/PF,Julian Phillips (41839790),Julian Phillips,41839790,SF/PF/F/UTIL,3300,CHI@TOR 02/05/2026 07:30PM ET,CHI,6.14
PF/C,Jonathan Isaac (41839786),Jonathan Isaac,41839786,PF/C/F/UTIL,3300,BKN@ORL 02/05/2026 07:00PM ET,ORL,8.60
SG/SF,Javonte Green (41839781),Javonte Green,41839781,SG/SF/F/G/UTIL,3300,WAS@DET 02/05/2026 07:00PM ET,DET,15.24
SG,Jaden Hardy (41839794),Jaden Hardy,41839794,SG/G/UTIL,3300,WAS@DET 02/05/2026 07:00PM ET,WAS,10.79
PG/SG,Aaron Holiday (41839797),Aaron Holiday,41839797,PG/SG/G/UTIL,3300,CHA@HOU 02/05/2026 08:00PM ET,HOU,9.83
PF,Asa Newell (41839808),Asa Newell,41839808,PF/F/UTIL,3200,UTA@ATL 02/05/2026 07:30PM ET,ATL,10.14
SG/SF,Drake Powell (41839803),Drake Powell,41839803,SG/SF/F/G/UTIL,3200,BKN@ORL 02/05/2026 07:00PM ET,BKN,11.64
PG,Ben Saraf (41839815),Ben Saraf,41839815,PG/G/UTIL,3200,BKN@ORL 02/05/2026 07:00PM ET,BKN,11.79
SG,Miles Kelly (41839822),Miles Kelly,41839822,SG/G/UTIL,3200,SAS@DAL 02/05/2026 08:30PM ET,DAL,6.20
SF/PF,Jamir Watkins (41839811),Jamir Watkins,41839811,SF/PF/F/UTIL,3200,WAS@DET 02/05/2026 07:00PM ET,WAS,11.5
SF/PF,Dorian Finney-Smith (41839818),Dorian Finney-Smith,41839818,SF/PF/F/UTIL,3200,CHA@HOU 02/05/2026 08:00PM ET,HOU,8.10
C,Lachlan Olbrich (41839834),Lachlan Olbrich,41839834,C/UTIL,3100,CHI@TOR 02/05/2026 07:30PM ET,CHI,5.93
SG/SF,Jett Howard (41839825),Jett Howard,41839825,SG/SF/F/G/UTIL,3100,BKN@ORL 02/05/2026 07:00PM ET,ORL,8.67
SF/PF,Jae'Sean Tate (41839830),Jae'Sean Tate,41839830,SF/PF/F/UTIL,3100,CHA@HOU 02/05/2026 08:00PM ET,HOU,5.82
PG,Tyus Jones (41839836),Tyus Jones,41839836,PG/G/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,DAL,9.67
SF/PF,Ochai Agbaji (41839839),Ochai Agbaji,41839839,SF/PF/F/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,9.46
PG/SG,Malaki Branham (41839877),Malaki Branham,41839877,PG/SG/G/UTIL,3000,CHA@HOU 02/05/2026 08:00PM ET,CHA,8.68
PG,Keaton Wallace (41839845),Keaton Wallace,41839845,PG/G/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,ATL,9.74
PF/C,Duop Reath (41839867),Duop Reath,41839867,PF/C/F/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,ATL,5.95
PG,RayJ Dennis (41839923),RayJ Dennis,41839923,PG/G/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,ATL,10.15
SF/PF,Caleb Houstan (41839951),Caleb Houstan,41839951,SF/PF/F/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,ATL,3.72
PG,EJ Harkless (41839972),EJ Harkless,41839972,PG/G/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,UTA,5.64
C,Walker Kessler (41839981),Walker Kessler,41839981,C/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,UTA,38.4
C,N'Faly Dante (41839987),N'Faly Dante,41839987,C/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,ATL,3.81
C,Oscar Tshiebwe (41840008),Oscar Tshiebwe,41840008,C/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,UTA,13
SF,Nikola Djurisic (41840024),Nikola Djurisic,41840024,SF/F/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,ATL,0
SG/SF,John Tonje (41840033),John Tonje,41840033,SG/SF/F/G/UTIL,3000,UTA@ATL 02/05/2026 07:30PM ET,UTA,0
PF/C,Jamison Battle (41839848),Jamison Battle,41839848,PF/C/F/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,TOR,6.17
C,Jonathan Mogbo (41839895),Jonathan Mogbo,41839895,C/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,TOR,4.87
SF,Garrett Temple (41839929),Garrett Temple,41839929,SF/F/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,TOR,1.69
PG/SF,AJ Lawson (41839937),AJ Lawson,41839937,PG/SF/F/G/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,TOR,8.82
SG,Alijah Martin (41839944),Alijah Martin,41839944,SG/G/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,TOR,7.25
PF/C,Dario Saric (41839977),Dario Saric,41839977,PF/C/F/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,CHI,3
PG,Chucky Hepburn (41839998),Chucky Hepburn,41839998,PG/G/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,TOR,2.88
SF/PF,Noa Essengue (41840001),Noa Essengue,41840001,SF/PF/F/UTIL,3000,CHI@TOR 02/05/2026 07:30PM ET,CHI,1
C,Goga Bitadze (41839843),Goga Bitadze,41839843,C/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,ORL,17.68
PG/SG,Tyrese Martin (41839852),Tyrese Martin,41839852,PG/SG/G/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,15.32
PG/SG,Jase Richardson (41839856),Jase Richardson,41839856,PG/SG/G/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,ORL,9.31
PF,Jalen Wilson (41839862),Jalen Wilson,41839862,PF/F/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,9.36
SF/PF,Jamal Cain (41839915),Jamal Cain,41839915,SF/PF/F/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,ORL,4.51
PF/C,E.J. Liddell (41839955),E.J. Liddell,41839955,PF/C/F/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,3.98
SG,Tyson Etienne (41839967),Tyson Etienne,41839967,SG/G/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,1.88
C,Orlando Robinson (41839985),Orlando Robinson,41839985,C/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,ORL,4.75
C,Colin Castleton (41840022),Colin Castleton,41840022,C/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,ORL,0
PF,Chaney Johnson (41840027),Chaney Johnson,41840027,PF/F/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,0
SF,Haywood Highsmith (41840030),Haywood Highsmith,41840030,SF/F/UTIL,3000,BKN@ORL 02/05/2026 07:00PM ET,BKN,0
SG,Lindy Waters III (41839881),Lindy Waters III,41839881,SG/G/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,3.94
PF/C,Jeremy Sochan (41839888),Jeremy Sochan,41839888,PF/C/F/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,10.03
PG,Jordan McLaughlin (41839904),Jordan McLaughlin,41839904,PG/G/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,5.01
C,Bismack Biyombo (41839942),Bismack Biyombo,41839942,C/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,2.40
PG/SG,David Jones-Garcia (41839947),David Jones-Garcia,41839947,PG/SG/G/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,8.02
C,Dereck Lively II (41839970),Dereck Lively II,41839970,C/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,DAL,17.25
SF,Harrison Ingram (41839989),Harrison Ingram,41839989,SF/F/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,2.81
SG,Stanley Umude (41840005),Stanley Umude,41840005,SG/G/UTIL,3000,SAS@DAL 02/05/2026 08:30PM ET,SAS,0
