Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
125485-171925,PF/C,Dominick,Dominick Barlow,Barlow,20.88518608940972,27,4200,PHI@TOR,PHI,TOR,,,,,,PF/C
125485-203727,SG,Ja'Kobe,Ja'Kobe Walter,Walter,12.529729894689611,37,4200,PHI@TOR,TOR,PHI,O,Hip,,,,SG
125485-110315,SF/SG,Terance,Terance Mann,Mann,20.012500762939453,32,4200,BKN@DAL,BKN,DAL,,,,,,SG/SF
125485-203773,SF,Johnny,Johnny Furphy,Furphy,11.338095528738839,21,4200,BOS@IND,IND,BOS,,,,,,SF
125485-228120,PG,Walter,Walter Clayton,Clayton,15.27058859432445,34,4100,UTA@CLE,UTA,CLE,,,,,,PG
125485-23716,SF,Kyle,Kyle Anderson,Anderson,20.65833282470703,12,4100,UTA@CLE,UTA,CLE,,,,,,SF
125485-233063,C,Moussa,Moussa Cisse,Cisse,11.347619192940849,21,4000,BKN@DAL,DAL,BKN,Q,Shoulder,,,,C
125485-158854,SF/PF,Sam,Sam Hauser,Hauser,15.962161502322635,37,4000,BOS@IND,BOS,IND,Q,Hamstring,,,,SF/PF
125485-157843,SF/SG,Ziaire,Ziaire Williams,Williams,16.948275862068964,29,4000,BKN@DAL,BKN,DAL,O,Illness,,,,SG/SF
125485-14509,SF/SG,Klay,Klay Thompson,Thompson,17.47777811686198,36,4000,BKN@DAL,DAL,BKN,,,,,,SG/SF
125485-203771,C,Adem,Adem Bona,Bona,13.75,28,4000,PHI@TOR,PHI,TOR,,,,,,C
125485-228129,SF/SG,Hugo,Hugo Gonzalez,Gonzalez,11.400000369910037,33,3900,BOS@IND,BOS,IND,,,,,,SG/SF
125485-179762,SG,Quenton,Quenton Jackson,Jackson,13.199999809265137,16,3900,BOS@IND,IND,BOS,,,,,,SG
125485-112708,SG/SF,Max,Max Strus,Strus,21.42542331501589,59,3900,UTA@CLE,CLE,UTA,O,Foot,,,,SG/SF
125485-157827,C,Isaiah,Isaiah Jackson,Jackson,19.144828007139008,29,3900,BOS@IND,IND,BOS,O,Rest,,,,C
125485-80806,PG,Lonzo,Lonzo Ball,Ball,19.77777777777778,27,3900,UTA@CLE,CLE,UTA,,,,,,PG
125485-58312,PG,D'Angelo,D'Angelo Russell,Russell,18.7000004695012,26,3900,BKN@DAL,DAL,BKN,,,,,,PG
125485-188409,PF/C,Jarace,Jarace Walker,Walker,18.374358348357372,39,3900,BOS@IND,IND,BOS,,,,,,PF/C
125485-228110,PG,Nolan,Nolan Traore,Traore,10.350000381469727,16,3800,BKN@DAL,BKN,DAL,,,,,,PG
125485-161552,PF/C,Micah,Micah Potter,Potter,16.122222900390625,9,3800,BOS@IND,IND,BOS,,,,,,PF/C
125485-110883,PF/SF,Dean,Dean Wade,Wade,16.011765423943014,34,3800,UTA@CLE,CLE,UTA,O,Knee,,,,SF/PF
125485-203725,SF,Cody,Cody Williams,Williams,8.755999755859374,25,3800,UTA@CLE,UTA,CLE,,,,,,SF
125485-228107,SG/SF,Drake,Drake Powell,Powell,11.642308161808895,26,3700,BKN@DAL,BKN,DAL,,,,,,SG/SF
125485-188434,SF,Gradey,Gradey Dick,Dick,11.2125,40,3700,PHI@TOR,TOR,PHI,,,,,,SF
125485-203799,C,Jonathan,Jonathan Mogbo,Mogbo,4.7928570338657925,14,3700,PHI@TOR,TOR,PHI,,,,,,C
125485-188457,SF/SG,Jordan,Jordan Walsh,Walsh,16.71212121212121,33,3700,BOS@IND,BOS,IND,,,,,,SG/SF
125485-113267,SF,Caleb,Caleb Martin,Martin,6.590624809265137,32,3700,BKN@DAL,DAL,BKN,,,,,,SF
125485-213172,PF/SF,Nae'Qwan,Nae'Qwan Tomlin,Tomlin,14.286206475619611,29,3700,UTA@CLE,CLE,UTA,,,,,,SF/PF
125485-203715,SG,Baylor,Baylor Scheierman,Scheierman,6.678787693832859,33,3700,BOS@IND,BOS,IND,,,,,,SG
125485-203731,SG/PG,Jared,Jared McCain,McCain,13.542857578822545,28,3700,PHI@TOR,PHI,TOR,,,,,,PG/SG
125485-84713,SG/SF,Svi,Svi Mykhailiuk,Mykhailiuk,16.176470588235293,34,3700,UTA@CLE,UTA,CLE,,,,,,SG/SF
125485-67312,C,Thomas,Thomas Bryant,Bryant,10.237930824016702,29,3700,UTA@CLE,CLE,UTA,,,,,,C
125485-188410,SG/PG,Ben,Ben Sheppard,Sheppard,15.685714721679688,28,3700,BOS@IND,IND,BOS,,,,,,PG/SG
125485-188411,PF,Taylor,Taylor Hendricks,Hendricks,11.933333785445601,27,3700,UTA@CLE,UTA,CLE,,,,,,PF
125485-20992,C,Larry,Larry Nance,Nance,10.6875,16,3600,UTA@CLE,CLE,UTA,,,,,,C
125485-171776,PF/SF,Josh,Josh Minott,Minott,15.758620689655173,29,3600,BOS@IND,BOS,IND,O,Ankle,,,,SF/PF
125485-171781,SG,Ochai,Ochai Agbaji,Agbaji,10.11935523248488,31,3600,PHI@TOR,TOR,PHI,,,,,,SG
125485-171791,SG,Jaden,Jaden Hardy,Hardy,8.646153963529146,26,3600,BKN@DAL,DAL,BKN,,,,,,SG
125485-228108,PG,Ben,Ben Saraf,Saraf,12.40000025431315,12,3600,BKN@DAL,BKN,DAL,,,,,,PG
125485-188442,SF,Jalen,Jalen Wilson,Wilson,7.64,25,3600,BKN@DAL,BKN,DAL,,,,,,SF
125485-228155,SG,Alijah,Alijah Martin,Martin,10.95999984741211,5,3600,PHI@TOR,TOR,PHI,,,,,,SG
125485-188475,C,Oscar,Oscar Tshiebwe,Tshiebwe,13.699999809265137,1,3600,UTA@CLE,UTA,CLE,,,,,,C
125485-16196,C,Dwight,Dwight Powell,Powell,9.12,25,3600,BKN@DAL,DAL,BKN,,,,,,C
125485-228176,PG,Miles,Miles Kelly,Kelly,5.466666539510091,3,3600,BKN@DAL,DAL,BKN,,,,,,PG
125485-158856,PF/C,Trendon,Trendon Watford,Watford,18.181249618530273,16,3600,PHI@TOR,PHI,TOR,,,,,,PF/C
125485-80823,C,Tony,Tony Bradley,Bradley,8.329032651839718,31,3600,BOS@IND,IND,BOS,,,,,,C
125485-171753,SG/SF,Tyrese,Tyrese Martin,Martin,16.033333333333335,30,3600,BKN@DAL,BKN,DAL,,,,,,SG/SF
125485-171764,PF,Jabari,Jabari Walker,Walker,9.86000017438616,35,3600,PHI@TOR,PHI,TOR,,,,,,PF
125485-203772,PF/SF,Justin,Justin Edwards,Edwards,11.062068544585129,29,3600,PHI@TOR,PHI,TOR,,,,,,SF/PF
125485-171777,C,Walker,Walker Kessler,Kessler,38.26000061035156,5,3500,UTA@CLE,UTA,CLE,O,Shoulder,,,,C
125485-171783,PF,E.J.,E.J. Liddell,Liddell,3.0999999046325684,8,3500,BKN@DAL,BKN,DAL,Q,Knee,,,,PF
125485-213508,SG,Elijah,Elijah Harkless,Harkless,5.814285823277065,7,3500,UTA@CLE,UTA,CLE,Q,Hamstring,,,,SG
125485-188425,C,Dereck,Dereck Lively,Lively,18.41428484235491,7,3500,BKN@DAL,DAL,BKN,O,Foot,,,,C
125485-55055,PG,Dante,Dante Exum,Exum,16.027273004705254,22,3500,BKN@DAL,DAL,BKN,O,Knee,,,,PG
125485-160022,SG,A.J.,A.J. Lawson,Lawson,8.759999847412109,5,3500,PHI@TOR,TOR,PHI,,,,,,SG
125485-171798,SF,Luke,Luke Travers,Travers,8.358333587646484,12,3500,UTA@CLE,CLE,UTA,,,,,,SF
125485-171802,SG,MarJon,MarJon Beauchamp,Beauchamp,4.237142944335938,35,3500,PHI@TOR,PHI,TOR,,,,,,SG
125485-188465,SF,Chris,Chris Livingston,Livingston,5.700000127156575,3,3500,UTA@CLE,CLE,UTA,Q,Knee,,,,SF
125485-228154,PG,Max,Max Shulga,Shulga,,0,3500,BOS@IND,BOS,IND,,,,,,PG
125485-228153,C,Amari,Amari Williams,Williams,3.6499999364217124,6,3500,BOS@IND,BOS,IND,,,,,,C
125485-228159,PG,Tyrese,Tyrese Proctor,Proctor,8.696296409324363,27,3500,UTA@CLE,CLE,UTA,,,,,,PG
125485-9535,PG,Kyle,Kyle Lowry,Lowry,4.220000076293945,5,3500,PHI@TOR,PHI,TOR,,,,,,PG
125485-11074,SG,Garrett,Garrett Temple,Temple,2.4777776930067272,9,3500,PHI@TOR,TOR,PHI,,,,,,SG
125485-228161,SG,Kam,Kam Jones,Jones,4.1999999152289496,9,3500,BOS@IND,IND,BOS,,,,,,SG
125485-172097,PG,Tyson,Tyson Etienne,Etienne,1.5625,8,3500,BKN@DAL,BKN,DAL,,,,,,PG
125485-228160,PG,Taelon,Taelon Peter,Peter,3.9428572881789434,21,3500,BOS@IND,IND,BOS,,,,,,PG
125485-228165,SG,John,John Tonje,Tonje,,0,3500,UTA@CLE,UTA,CLE,,,,,,SG
125485-228171,PF,Johni,Johni Broome,Broome,5.085714067731585,7,3500,PHI@TOR,PHI,TOR,,,,,,PF
125485-9556,SG,Eric,Eric Gordon,Gordon,8.65000025431315,6,3500,PHI@TOR,PHI,TOR,,,,,,SG
125485-228181,PG,Chucky,Chucky Hepburn,Hepburn,3.0999999046325684,2,3500,PHI@TOR,TOR,PHI,O,Knee,,,,PG
125485-233066,SF,Chaney,Chaney Johnson,Johnson,,0,3500,BKN@DAL,BKN,DAL,,,,,,SF
125485-68203,C,Chris,Chris Boucher,Boucher,9.887499809265137,8,3500,BOS@IND,BOS,IND,,,,,,C
125485-23156,PF,Georges,Georges Niang,Niang,16.97901294849537,81,3500,UTA@CLE,UTA,CLE,O,Foot,,,,PF
125485-213367,SF,Jamison,Jamison Battle,Battle,5.921428680419922,28,3500,PHI@TOR,TOR,PHI,,,,,,SF
125485-102025,SF,Haywood,Haywood Highsmith,Highsmith,16.439999389648438,80,3500,BKN@DAL,BKN,DAL,O,Knee,,,,SF
125485-15755,C/PF,Anthony,Anthony Davis,Davis,44.01000061035156,20,3500,BKN@DAL,DAL,BKN,O,Finger,,,,PF/C
125485-171660,SF,Ron,Ron Harper,Harper,6.650000095367432,4,3500,BOS@IND,BOS,IND,,,,,,SF
125485-80808,PF/SF,Jayson,Jayson Tatum,Tatum,48.775,80,3500,BOS@IND,BOS,IND,O,Achilles,,,,SF/PF
125485-145339,PF,Obi,Obi Toppin,Toppin,25.5,3,3500,BOS@IND,IND,BOS,O,Foot,,,,PF
125485-145336,C,Xavier,Xavier Tillman,Tillman,7.936363913796165,11,3500,BOS@IND,BOS,IND,,,,,,C
125485-145337,PG,Tyrese,Tyrese Haliburton,Haliburton,41.08541615804037,96,3500,BOS@IND,IND,BOS,O,Achilles,,,,PG
125485-161490,SG,Ethan,Ethan Thompson,Thompson,10.22352959127987,17,3500,BOS@IND,IND,BOS,,,,,,SG
