Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
126920-188414,C/PF,Victor,Victor Wembanyama,Wembanyama,50.64318292791193,44,12000,SA@BKN,SA,BKN,,,,,,PF/C
126920-157833,PF/SF,Jalen,Jalen Johnson,Johnson,49.724075882523145,54,11200,WAS@ATL,ATL,WAS,O,Hip,,,,SF/PF
126920-145331,PG,Tyrese,Tyrese Maxey,Maxey,49.941070556640625,56,10900,MIA@PHI,PHI,MIA,,,,,,PG
126920-157908,C/PF,Alperen,Alperen Sengun,Sengun,45.487998046875,50,9900,HOU@ORL,HOU,ORL,,,,,,PF/C
126920-145539,SF/PF,Deni,Deni Avdija,Avdija,43.116668701171875,48,9500,POR@CHI,POR,CHI,O,Back,,,,SF/PF
126920-49111,C,Joel,Joel Embiid,Embiid,43.61249923706055,32,9400,MIA@PHI,PHI,MIA,P,Knee,,,,C
126920-171770,PF/SF,Paolo,Paolo Banchero,Banchero,40.608510118849736,47,9300,HOU@ORL,ORL,HOU,,,,,,SF/PF
126920-9646,SF/PF,Kevin,Kevin Durant,Durant,41.03703703703704,54,9200,HOU@ORL,HOU,ORL,,,,,,SF/PF
126920-228113,PG/SG/SF,Cooper,Cooper Flagg,Flagg,38.16734594228316,49,8600,SAC@DAL,DAL,SAC,O,Foot,,,,PG/SG/SF
126920-145485,PG,LaMelo,LaMelo Ball,Ball,37.116325534119895,49,8500,CHA@IND,CHA,IND,,,,,,PG
126920-84682,PF/SF,Michael,Michael Porter,Porter,39.22222222222222,45,8400,SA@BKN,BKN,SA,,,,,,SF/PF
126920-188405,SG/PG,Amen,Amen Thompson,Thompson,38.401819957386365,55,8300,HOU@ORL,HOU,ORL,,,,,,PG/SG
126920-60021,PF/C,Pascal,Pascal Siakam,Siakam,40.23461444561298,52,8000,CHA@IND,IND,CHA,D,Wrist,,,,PF/C
126920-80817,C/PF,Bam,Bam Adebayo,Adebayo,37.580391678155635,51,8000,MIA@PHI,MIA,PHI,,,,,,PF/C
126920-188419,SF/SG,Brandon,Brandon Miller,Miller,34.07142857142857,42,7800,CHA@IND,CHA,IND,,,,,,SG/SF
