Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
125549-103020,WR,Puka,Puka Nacua,Nacua,21.235294117647058,17,9900,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
125549-6654,QB,Matthew,Matthew Stafford,Stafford,22.03000047471788,18,8400,LAR@CHI,LAR,CHI,,,,,,QB
125549-91419,WR,Nico,Nico Collins,Collins,12.706250190734863,16,8300,HOU@NE,HOU,NE,O,Concussion,,,,WR/FLEX
125549-152316,QB,Drake,Drake Maye,Maye,21.154444376627605,18,8100,HOU@NE,NE,HOU,,,,,,QB
125549-45889,WR,Davante,Davante Adams,Adams,13.706667073567708,15,8000,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
125549-104433,RB,Kyren,Kyren Williams,Williams,14.599999321831596,18,7900,LAR@CHI,LAR,CHI,,,,,,RB/FLEX
125549-152113,QB,Caleb,Caleb Williams,Williams,19.70111083984375,18,7800,LAR@CHI,CHI,LAR,,,,,,QB
125549-129471,QB,C.J.,C.J. Stroud,Stroud,15.235999552408854,15,7200,HOU@NE,HOU,NE,,,,,,QB
125549-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,12.006667073567709,15,6800,HOU@NE,NE,HOU,,,,,,RB/FLEX
125549-91598,RB,D'Andre,D'Andre Swift,Swift,13.929411944221048,17,6700,LAR@CHI,CHI,LAR,,,,,,RB/FLEX
125549-25079,WR,Stefon,Stefon Diggs,Diggs,10.299999660915798,18,6600,HOU@NE,NE,HOU,,,,,,WR/FLEX
125549-138774,RB,Woody,Woody Marks,Marks,9.370588414809284,17,6500,HOU@NE,HOU,NE,,,,,,RB/FLEX
125549-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,-0.3333333333333333,3,6500,LAR@CHI,LAR,CHI,Q,Back,,,,QB
125549-63043,WR,DJ,DJ Moore,Moore,8.893333435058594,18,6400,LAR@CHI,CHI,LAR,,,,,,WR/FLEX
125549-152647,RB,TreVeyon,TreVeyon Henderson,Henderson,11.044444613986546,18,6300,HOU@NE,NE,HOU,,,,,,RB/FLEX
125549-120033,WR,Rome,Rome Odunze,Odunze,10.423076923076923,13,6200,LAR@CHI,CHI,LAR,Q,Foot,,,,WR/FLEX
125549-60858,WR,Christian,Christian Kirk,Kirk,5.941666920979817,12,6100,HOU@NE,HOU,NE,,,,,,WR/FLEX
125549-89628,QB,Davis,Davis Mills,Mills,11.59999974568685,6,6000,HOU@NE,HOU,NE,,,,,,QB
125549-94748,QB,Tommy,Tommy DeVito,DeVito,6.739999771118164,2,6000,HOU@NE,NE,HOU,,,,,,QB
125549-147315,WR,Jayden,Jayden Higgins,Higgins,6.355555640326606,18,6000,HOU@NE,HOU,NE,,,,,,WR/FLEX
125549-103591,QB,Graham,Graham Mertz,Mertz,,0,6000,HOU@NE,HOU,NE,,,,,,QB
125549-185776,QB,Tyson,Tyson Bagent,Bagent,1.2899999618530273,2,6000,LAR@CHI,CHI,LAR,,,,,,QB
125549-91583,QB,Stetson,Stetson Bennett IV,Bennett IV,0,1,6000,LAR@CHI,LAR,CHI,,,,,,QB
125549-166588,TE,Colston,Colston Loveland,Loveland,9.517647238338695,17,6000,LAR@CHI,CHI,LAR,,,,,,TE/FLEX
125549-22994,QB,Case,Case Keenum,Keenum,,0,6000,LAR@CHI,CHI,LAR,,,,,,QB
125549-40407,QB,Joshua,Joshua Dobbs,Dobbs,0.5249999761581421,4,6000,HOU@NE,NE,HOU,,,,,,QB
125549-166092,WR,Luther,Luther Burden III,Burden III,7.231249809265137,16,5900,LAR@CHI,CHI,LAR,,,,,,WR/FLEX
125549-137967,RB,Blake,Blake Corum,Corum,7.111111111111111,18,5900,LAR@CHI,LAR,CHI,,,,,,RB/FLEX
125549-119653,WR,Kayshon,Kayshon Boutte,Boutte,7.946666463216146,15,5700,HOU@NE,NE,HOU,,,,,,WR/FLEX
125549-144102,RB,Kyle,Kyle Monangai,Monangai,8.283333672417534,18,5700,LAR@CHI,CHI,LAR,,,,,,RB/FLEX
125549-53562,RB,Nick,Nick Chubb,Chubb,5.412499904632568,16,5500,HOU@NE,HOU,NE,,,,,,RB/FLEX
125549-40845,TE,Hunter,Hunter Henry,Henry,9.205555386013454,18,5500,HOU@NE,NE,HOU,,,,,,TE/FLEX
125549-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,4.917646969065947,17,5400,HOU@NE,HOU,NE,,,,,,WR/FLEX
125549-55042,TE,Dalton,Dalton Schultz,Schultz,7.744444105360243,18,5300,HOU@NE,HOU,NE,,,,,,TE/FLEX
125549-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,4.83999989827474,15,5300,LAR@CHI,CHI,LAR,,,,,,WR/FLEX
125549-111876,WR,DeMario,DeMario Douglas,Douglas,4.947058733771829,17,5200,HOU@NE,NE,HOU,,,,,,WR/FLEX
125549-89588,TE,Colby,Colby Parkinson,Parkinson,7.913333129882813,15,5200,LAR@CHI,LAR,CHI,,,,,,TE/FLEX
125549-103308,RB,Jawhar,Jawhar Jordan,Jordan,7.300000190734863,4,5100,HOU@NE,HOU,NE,,,,,,RB/FLEX
125549-152007,WR,Jaylin,Jaylin Noel,Noel,3.077777862548828,18,5100,HOU@NE,HOU,NE,,,,,,WR/FLEX
125549-154000,WR,Konata,Konata Mumpfield,Mumpfield,1.9818181124600498,11,5000,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
125549-47870,TE,Tyler,Tyler Higbee,Higbee,6.409999847412109,10,5000,LAR@CHI,LAR,CHI,,,,,,TE/FLEX
125549-136538,WR,Kyle,Kyle Williams,Williams,3.026666768391927,15,4900,HOU@NE,NE,HOU,,,,,,WR/FLEX
125549-131835,WR,Efton,Efton Chism III,Chism III,1.9444444444444444,9,4800,HOU@NE,NE,HOU,,,,,,WR/FLEX
125549-151915,TE,Terrance,Terrance Ferguson,Ferguson,4.236363497647372,11,4700,LAR@CHI,LAR,CHI,,,,,,TE/FLEX
125549-113096,WR,Xavier,Xavier Smith,Smith,2.3117646610035614,17,4700,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
125549-103195,WR,Jordan,Jordan Whittington,Whittington,1.8199999491373697,15,4600,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
125549-12541,D,New England,New England Patriots,Patriots,7.888888888888889,18,4600,HOU@NE,NE,HOU,,,,,,DEF
125549-111637,TE,Cade,Cade Stover,Stover,2.3714286259242465,7,4500,HOU@NE,HOU,NE,,,,,,TE/FLEX
125549-91047,TE,Cole,Cole Kmet,Kmet,3.752941131591797,17,4400,LAR@CHI,CHI,LAR,,,,,,TE/FLEX
125549-12556,D,Houston,Houston Texans,Texans,10.833333333333334,18,4300,HOU@NE,HOU,NE,,,,,,DEF
125549-92976,WR,Tutu,Tutu Atwell,Atwell,3.5250000953674316,8,4300,LAR@CHI,LAR,CHI,,,,,,WR/FLEX
125549-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,1.7363636710427024,11,4300,HOU@NE,HOU,NE,,,,,,RB/FLEX
125549-40126,TE,Austin,Austin Hooper,Hooper,3.4857142312186107,14,4300,HOU@NE,NE,HOU,,,,,,TE/FLEX
