Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG,Max Christie (42142418),Max Christie,42142418,SG/G/UTIL,5000,OKC@DAL 03/01/2026 08:00PM ET,DAL,23.09
C,Marvin Bagley III (42142426),Marvin Bagley III,42142426,C/UTIL,4900,OKC@DAL 03/01/2026 08:00PM ET,DAL,22.64
C,Daniel Gafford (42142436),Daniel Gafford,42142436,C/UTIL,4800,OKC@DAL 03/01/2026 08:00PM ET,DAL,21.35
SG/SF,Klay Thompson (42142510),Klay Thompson,42142510,SG/SF/F/G/UTIL,4000,OKC@DAL 03/01/2026 08:00PM ET,DAL,19.17
PG/SG,AJ Johnson (42142539),AJ Johnson,42142539,PG/SG/G/UTIL,3900,OKC@DAL 03/01/2026 08:00PM ET,DAL,5.98
PF,Caleb Martin (42142566),Caleb Martin,42142566,PF/F/UTIL,3700,OKC@DAL 03/01/2026 08:00PM ET,DAL,10.87
PG,Ryan Nembhard (42142578),Ryan Nembhard,42142578,PG/G/UTIL,3600,OKC@DAL 03/01/2026 08:00PM ET,DAL,16.64
C,Dwight Powell (42142601),Dwight Powell,42142601,C/UTIL,3500,OKC@DAL 03/01/2026 08:00PM ET,DAL,10.27
C,Moussa Cisse (42142617),Moussa Cisse,42142617,C/UTIL,3400,OKC@DAL 03/01/2026 08:00PM ET,DAL,12.35
SG,Miles Kelly (42142627),Miles Kelly,42142627,SG/G/UTIL,3300,OKC@DAL 03/01/2026 08:00PM ET,DAL,7.36
C,Dereck Lively II (42142821),Dereck Lively II,42142821,C/UTIL,3000,OKC@DAL 03/01/2026 08:00PM ET,DAL,17.25
PG/SG,Kyrie Irving (42142873),Kyrie Irving,42142873,PG/SG/G/UTIL,3000,OKC@DAL 03/01/2026 08:00PM ET,DAL,0
PG,Cade Cunningham (42142199),Cade Cunningham,42142199,PG/G/UTIL,11000,DET@ORL 03/01/2026 06:00PM ET,DET,51.24
C,Jalen Duren (42142247),Jalen Duren,42142247,C/UTIL,8200,DET@ORL 03/01/2026 06:00PM ET,DET,36.96
PF,Tobias Harris (42142400),Tobias Harris,42142400,PF/F/UTIL,5400,DET@ORL 03/01/2026 06:00PM ET,DET,25.76
SF,Ausar Thompson (42142407),Ausar Thompson,42142407,SF/F/UTIL,5200,DET@ORL 03/01/2026 06:00PM ET,DET,26.87
SG,Duncan Robinson (42142463),Duncan Robinson,42142463,SG/G/UTIL,4500,DET@ORL 03/01/2026 06:00PM ET,DET,21.45
SG/SF,Kawhi Leonard (42142216),Kawhi Leonard,42142216,SG/SF/F/G/UTIL,9700,NOP@LAC 03/01/2026 09:00PM ET,LAC,46.29
SG/SF,Bennedict Mathurin (42142303),Bennedict Mathurin,42142303,SG/SF/F/G/UTIL,6800,NOP@LAC 03/01/2026 09:00PM ET,LAC,30.57
PF/C,John Collins (42142341),John Collins,42142341,PF/C/F/UTIL,6100,NOP@LAC 03/01/2026 09:00PM ET,LAC,24.98
PG,Kris Dunn (42142388),Kris Dunn,42142388,PG/G/UTIL,5500,NOP@LAC 03/01/2026 09:00PM ET,LAC,20.17
C,Brook Lopez (42142410),Brook Lopez,42142410,C/UTIL,5200,NOP@LAC 03/01/2026 09:00PM ET,LAC,15.97
PG,Luka Doncic (42142196),Luka Doncic,42142196,PG/G/UTIL,11700,SAC@LAL 03/01/2026 09:30PM ET,LAL,58.9
PF,LeBron James (42142238),LeBron James,42142238,PF/F/UTIL,8500,SAC@LAL 03/01/2026 09:30PM ET,LAL,40.76
PG/SG,Austin Reaves (42142268),Austin Reaves,42142268,PG/SG/G/UTIL,7500,SAC@LAL 03/01/2026 09:30PM ET,LAL,41.18
PF,Zion Williamson (42142241),Zion Williamson,42142241,PF/F/UTIL,8400,NOP@LAC 03/01/2026 09:00PM ET,NOP,36.45
PG/SG,Trey Murphy III (42142252),Trey Murphy III,42142252,PG/SG/G/UTIL,8000,NOP@LAC 03/01/2026 09:00PM ET,NOP,39.41
SF/PF,Saddiq Bey (42142328),Saddiq Bey,42142328,SF/PF/F/UTIL,6300,NOP@LAC 03/01/2026 09:00PM ET,NOP,31.15
PG,Dejounte Murray (42142358),Dejounte Murray,42142358,PG/G/UTIL,5900,NOP@LAC 03/01/2026 09:00PM ET,NOP,31.12
C,Derik Queen (42142383),Derik Queen,42142383,C/UTIL,5600,NOP@LAC 03/01/2026 09:00PM ET,NOP,30.2
PG/SG,Jeremiah Fears (42142442),Jeremiah Fears,42142442,PG/SG/G/UTIL,4700,NOP@LAC 03/01/2026 09:00PM ET,NOP,25.33
PG,Shai Gilgeous-Alexander (42142202),Shai Gilgeous-Alexander,42142202,PG/G/UTIL,10700,OKC@DAL 03/01/2026 08:00PM ET,OKC,51.32
PF,Chet Holmgren (42142235),Chet Holmgren,42142235,PF/F/UTIL,8600,OKC@DAL 03/01/2026 08:00PM ET,OKC,35.26
C,Isaiah Hartenstein (42142337),Isaiah Hartenstein,42142337,C/UTIL,6200,OKC@DAL 03/01/2026 08:00PM ET,OKC,30.84
SG/SF,Cason Wallace (42142370),Cason Wallace,42142370,SG/SF/F/G/UTIL,5700,OKC@DAL 03/01/2026 08:00PM ET,OKC,21.61
SG,Isaiah Joe (42142421),Isaiah Joe,42142421,SG/G/UTIL,4900,OKC@DAL 03/01/2026 08:00PM ET,OKC,19.14
SF/PF,Aaron Wiggins (42142432),Aaron Wiggins,42142432,SF/PF/F/UTIL,4800,OKC@DAL 03/01/2026 08:00PM ET,OKC,20.56
PG,Ajay Mitchell (42142450),Ajay Mitchell,42142450,PG/G/UTIL,4700,OKC@DAL 03/01/2026 08:00PM ET,OKC,27.19
SG,Luguentz Dort (42142484),Luguentz Dort,42142484,SG/G/UTIL,4300,OKC@DAL 03/01/2026 08:00PM ET,OKC,18.76
PF,Paolo Banchero (42142223),Paolo Banchero,42142223,PF/F/UTIL,9100,DET@ORL 03/01/2026 06:00PM ET,ORL,42.49
SG/SF,Desmond Bane (42142272),Desmond Bane,42142272,SG/SF/F/G/UTIL,7400,DET@ORL 03/01/2026 06:00PM ET,ORL,34.67
PG/SG,Anthony Black (42142299),Anthony Black,42142299,PG/SG/G/UTIL,6900,DET@ORL 03/01/2026 06:00PM ET,ORL,30.51
PG,Jalen Suggs (42142334),Jalen Suggs,42142334,PG/G/UTIL,6200,DET@ORL 03/01/2026 06:00PM ET,ORL,31.7
C,Wendell Carter Jr. (42142405),Wendell Carter Jr.,42142405,C/UTIL,5200,DET@ORL 03/01/2026 06:00PM ET,ORL,27.09
SF/PF,Tristan da Silva (42142501),Tristan da Silva,42142501,SF/PF/F/UTIL,4100,DET@ORL 03/01/2026 06:00PM ET,ORL,17.6
PG,Tyrese Maxey (42142208),Tyrese Maxey,42142208,PG/G/UTIL,10100,PHI@BOS 03/01/2026 08:00PM ET,PHI,49.25
C,Joel Embiid (42142221),Joel Embiid,42142221,C/UTIL,9600,PHI@BOS 03/01/2026 08:00PM ET,PHI,44.95
SG,VJ Edgecombe (42142322),VJ Edgecombe,42142322,SG/G/UTIL,6500,PHI@BOS 03/01/2026 08:00PM ET,PHI,32.36
SG/SF,Kelly Oubre Jr. (42142345),Kelly Oubre Jr.,42142345,SG/SF/F/G/UTIL,6000,PHI@BOS 03/01/2026 08:00PM ET,PHI,27.27
C,Andre Drummond (42142466),Andre Drummond,42142466,C/UTIL,4500,PHI@BOS 03/01/2026 08:00PM ET,PHI,22.06
PG/SG,Quentin Grimes (42142490),Quentin Grimes,42142490,PG/SG/G/UTIL,4200,PHI@BOS 03/01/2026 08:00PM ET,PHI,25.26
C,Donovan Clingan (42142281),Donovan Clingan,42142281,C/UTIL,7300,POR@ATL 03/01/2026 06:00PM ET,POR,33.92
PG,Jrue Holiday (42142308),Jrue Holiday,42142308,PG/G/UTIL,6700,POR@ATL 03/01/2026 06:00PM ET,POR,33.34
PF,Jerami Grant (42142325),Jerami Grant,42142325,PF/F/UTIL,6400,POR@ATL 03/01/2026 06:00PM ET,POR,29.31
SG/SF,Toumani Camara (42142361),Toumani Camara,42142361,SG/SF/F/G/UTIL,5800,POR@ATL 03/01/2026 06:00PM ET,POR,26.8
PG,Scoot Henderson (42142385),Scoot Henderson,42142385,PG/G/UTIL,5600,POR@ATL 03/01/2026 06:00PM ET,POR,24.53
PG,Russell Westbrook (42142293),Russell Westbrook,42142293,PG/G/UTIL,7100,SAC@LAL 03/01/2026 09:30PM ET,SAC,34.33
SG,DeMar DeRozan (42142296),DeMar DeRozan,42142296,SG/G/UTIL,7000,SAC@LAL 03/01/2026 09:30PM ET,SAC,30.72
C,Maxime Raynaud (42142332),Maxime Raynaud,42142332,C/UTIL,6300,SAC@LAL 03/01/2026 09:30PM ET,SAC,22.66
SF/PF,Keegan Murray (42142350),Keegan Murray,42142350,SF/PF/F/UTIL,6000,SAC@LAL 03/01/2026 09:30PM ET,SAC,29.04
PF/C,Precious Achiuwa (42142375),Precious Achiuwa,42142375,PF/C/F/UTIL,5700,SAC@LAL 03/01/2026 09:30PM ET,SAC,20.15
SG/SF,Nique Clifford (42142391),Nique Clifford,42142391,SG/SF/F/G/UTIL,5500,SAC@LAL 03/01/2026 09:30PM ET,SAC,15.86
